37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.93
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.7
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.98
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.9
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,1.0
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.97
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.95
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.98
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.84
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.96
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.6
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.9
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.95
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.95
37187,Celtic Frost,Switzerland,Split-up,1984,Thrash/Death/Black Metal (early)| Gothic/Doom Metal (later),Monotheist,2006,0.95
37189,Chaos Divine,Australia,Active,2005,Progressive/Melodic Death Metal (early)| Progressive Metal (later),Avalon,2008,0.7
37189,Chaos Divine,Australia,Active,2005,Progressive/Melodic Death Metal (early)| Progressive Metal (later),The Human Connection,2011,0.8
37189,Chaos Divine,Australia,Active,2005,Progressive/Melodic Death Metal (early)| Progressive Metal (later),The Human Connection,2011,0.95
37189,Chaos Divine,Australia,Active,2005,Progressive/Melodic Death Metal (early)| Progressive Metal (later),Colliding Skies,2015,0.95
37191,Chryseis,France,Active,1996,Black Metal (early)| Technical Death/Thrash Metal (later),Planet Dead,2010,0.97
37191,Chryseis,France,Active,1996,Black Metal (early)| Technical Death/Thrash Metal (later),Planet Dead,2010,0.4
37194,Coldbound,Sweden,Active,2012,Melodic Death/Black Metal (early)| Doom/Black Metal (later),II (I døden finnes all makt),2014,0.7
37195,Convergence,Italy,Split-up,2000,Melodic Death Metal (early)| Nu-Metal/Alternative Rock (later),Points of View,2006,0.15
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Metazoa,2009,0.94
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Metazoa,2009,1.0
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Metazoa,2009,1.0
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Metazoa,2009,0.95
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Metazoa,2009,0.95
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Dwellings,2011,0.9
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Dwellings,2011,0.9
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Dwellings,2011,0.7
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Dwellings,2011,1.0
37198,Cormorant,United States,Active,2007,Melodic Death Metal (early)| Progressive Folk/Black Metal (later),Dwellings,2011,0.8
37199,Corruption,Poland,Active,1991,Doom/Death Metal (early)| Stoner Metal (later),Bourbon River Bank,2010,0.71
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Transmigration,1993,0.84
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),...Just Dreaming,1994,0.84
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),...Just Dreaming,1994,0.75
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),...Just Dreaming,1994,0.48
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Crematory,1996,0.84
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Awake,1997,0.54
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Act Seven,1999,0.8
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Act Seven,1999,0.9
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Believe,2000,0.4
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Believe,2000,0.86
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Believe,2000,0.87
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Believe,2000,0.9
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Revolution,2004,0.92
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Revolution,2004,0.9
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Klagebilder,2006,0.5
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Klagebilder,2006,0.78
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Pray,2008,0.85
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Pray,2008,0.75
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Infinity,2010,0.8
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Infinity,2010,0.65
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Infinity,2010,1.0
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Antiserum,2014,0.52
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Antiserum,2014,0.55
37200,Crematory,Germany,Active,1991,Gothic Death Metal (early)| Industrial/Gothic Metal (later),Monument,2016,0.8
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),The Covenant Progress,2003,0.9
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),The Covenant Progress,2003,0.92
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),The Covenant Progress,2003,0.85
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),Veil of Remembrance,2004,1.0
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),Veil of Remembrance,2004,1.0
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),Veil of Remembrance,2004,0.95
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),Veil of Remembrance,2004,0.92
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),Divine Darkness,2016,0.95
37201,Crimson Moonlight,Sweden,Active,1997,Symphonic Black Metal (early)| Black/Death Metal (later),Divine Darkness,2016,0.75
37204,Cryptal Darkness,Australia,Changed name,1993,Death Metal/Grindcore (early)| Doom/Gothic Metal (later),They Whispered You Had Risen,1999,0.89
37204,Cryptal Darkness,Australia,Changed name,1993,Death Metal/Grindcore (early)| Doom/Gothic Metal (later),They Whispered You Had Risen,1999,0.72
37207,Cursed Cemetery,Romania,Active,1997,Death/Black Metal (demo)| Black Metal| Ambient/Downtempo,Dead Souls Madness,2008,0.05
37207,Cursed Cemetery,Romania,Active,1997,Death/Black Metal (demo)| Black Metal| Ambient/Downtempo,Linear Black Trees,2012,0.55
37207,Cursed Cemetery,Romania,Active,1997,Death/Black Metal (demo)| Black Metal| Ambient/Downtempo,Chambers of Exile,2014,0.7
37210,Dantalion,Spain,Active,2004,Black Metal (early)| Melodic Death/Doom Metal (later),When the Ravens Fly over Me,2006,0.52
37210,Dantalion,Spain,Active,2004,Black Metal (early)| Melodic Death/Doom Metal (later),Call of the Broken Souls,2008,0.8
37210,Dantalion,Spain,Active,2004,Black Metal (early)| Melodic Death/Doom Metal (later),Call of the Broken Souls,2008,0.7
37210,Dantalion,Spain,Active,2004,Black Metal (early)| Melodic Death/Doom Metal (later),All Roads Lead to Death,2010,0.67
37210,Dantalion,Spain,Active,2004,Black Metal (early)| Melodic Death/Doom Metal (later),Return to Deep Lethargy,2012,0.7
37210,Dantalion,Spain,Active,2004,Black Metal (early)| Melodic Death/Doom Metal (later),Return to Deep Lethargy,2012,0.7
37212,Dark,Germany,Split-up,1991,Death/Thrash Metal (early)| Dark/Gothic Metal (later),Seduction,1997,0.91
37216,Darklord,Australia,Split-up,1991,Brutal Death/Black Metal (early)| Black Metal (later),Symphony Satanikka,2002,1.0
37216,Darklord,Australia,Split-up,1991,Brutal Death/Black Metal (early)| Black Metal (later),Symphony Satanikka,2002,0.4
37216,Darklord,Australia,Split-up,1991,Brutal Death/Black Metal (early)| Black Metal (later),Symphony Satanikka,2002,0.8
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Spellcraft,1997,1.0
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Give Me Light,1999,0.95
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Give Me Light,1999,0.7
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Diving into Darkness,2000,0.91
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Diving into Darkness,2000,0.75
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Poison Awaits,2010,0.7
37217,Darkseed,Germany,On hold,1992,Death/Doom Metal (early)| Gothic/Heavy Metal (later),Poison Awaits,2010,0.7
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),Beyond Redemption,2007,0.1
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),Beyond Redemption,2007,0.7
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),Beyond Redemption,2007,0.75
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),A Bleak Reflection,2010,0.85
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),A Bleak Reflection,2010,0.85
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),A Bleak Reflection,2010,0.6
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),The Emptiness Within,2012,0.85
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),The Emptiness Within,2012,0.88
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),The Emptiness Within,2012,0.8
37220,De Profundis,United Kingdom,Active,2005,Doom Metal (early)| Progressive Death/Black Metal (later),The Emptiness Within,2012,0.8
37227,December Wolves,United States,Unknown,1994,Death/Black Metal| Industrial Post-Black Metal,'Til Ten Years,1996,0.87
37227,December Wolves,United States,Unknown,1994,Death/Black Metal| Industrial Post-Black Metal,Completely Dehumanized,1998,0.92
37230,Demonic Christ,United States,Active,1992,Black/Death Metal (1993-1999)| Black Metal (later),Punishment for Ignorance,1995,0.75
37230,Demonic Christ,United States,Active,1992,Black/Death Metal (1993-1999)| Black Metal (later),Punishment for Ignorance,1995,0.7
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),A Darkness Descends,2005,0.32
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),A Darkness Descends,2005,0.92
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),A Darkness Descends,2005,0.8
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),A Darkness Descends,2005,0.97
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),A Darkness Descends,2005,0.9
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.7
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.19
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.6
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.4
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.95
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.97
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.95
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.7
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Return to Darkness,2010,0.96
37231,Demonic Resurrection,India,Active,2000,Symphonic Metal (early)| Progressive Death/Black Metal (later),The Demon King,2014,0.79
37236,Deviator,Ukraine,Active,2007,Black Metal/Ambient (early)| Black/Death Metal (later),Mighty Black Inner Flame,2009,0.71
37236,Deviator,Ukraine,Active,2007,Black Metal/Ambient (early)| Black/Death Metal (later),Mighty Black Inner Flame,2009,0.85
37236,Deviator,Ukraine,Active,2007,Black Metal/Ambient (early)| Black/Death Metal (later),Voice of the Native Blood,2010,0.8
37236,Deviator,Ukraine,Active,2007,Black Metal/Ambient (early)| Black/Death Metal (later),Fehu-Fohat-Fire,2012,0.81
37237,DevilDriver,United States,Active,2003,Nu-Metal (early)| Groove/Melodic Death Metal (later),DevilDriver,2003,0.3
